l_russian:
 PROV1:0 "Рим"
 PROV6629:0 "Курианда"
 PROV6630:0 "Завиаспа"
 PROV6631:0 "Даройдия"
 PROV6632:0 "Копан"
 PROV6633:0 "Кора"
 PROV6634:0 "Аспиония"
 PROV6635:0 "Тамбизия"
 PROV6636:0 "Тамбизиана"
 PROV6637:0 "Чешме Шафа"
 PROV6638:0 "Парос Паропамисадский"
 PROV6639:0 "Мях"
 PROV6640:0 "Баригах"
 PROV6641:0 "Бехсад"
 PROV6642:0 "Паропамисия"
 PROV6643:0 "Шерак"
 PROV6644:0 "Артусия"
 PROV6645:0 "Тамазан"
 PROV6646:0 "Азав"
 PROV6647:0 "Гуле"
 PROV6648:0 "Драпсака"
 PROV6649:0 "Баттак"
 PROV6650:0 "Каболита"
 PROV6651:0 "Калак"
 PROV6652:0 "Комия"
 PROV6653:0 "Комиана"
 PROV6654:0 "Хилиф"
 PROV6655:0 "Кумсар"
 PROV6656:0 "Аршак"
 PROV6657:0 "Нисая"
 PROV6658:0 "Гатар"
 PROV6659:0 "Кала"
 PROV6660:0 "Бандиян"
 PROV6661:0 "Дара"
 PROV6662:0 "Абивард"
 PROV6663:0 "Тежен"
 PROV6664:0 "Серахис"
 PROV6665:0 "Ясоний"
 PROV6666:0 "Абарбина"
 PROV6667:0 "Конфлуента Маргианская"
 PROV6668:0 "Александрия Маргиана"
 PROV6669:0 "Тапурия"
 PROV6670:0 "Кушмейхан"
 PROV6671:0 "Антентия"
 PROV6672:0 "Гарули"
 PROV6673:0 "Зешои"
 PROV6674:0 "Эмши"
 PROV6675:0 "Анкуй"
 PROV6676:0 "Ихнум"
 PROV6677:0 "Денаи"
 PROV6678:0 "Бактра"
 PROV6679:0 "Рустам"
 PROV6680:0 "Куш"
 PROV6681:0 "Курган"
 PROV6682:0 "Мараканда"
 PROV6683:0 "Эрбенд"
 PROV6684:0 "Хароба"
 PROV6685:0 "Алан"
 PROV6686:0 "Тармита"
 PROV6687:0 "Газаба"
 PROV6688:0 "Александрия Оксианская"
 PROV6689:0 "Хатта"
 PROV6690:0 "Сангин"
 PROV6691:0 "Оксиана"
 PROV6692:0 "Хульм"
 PROV6693:0 "Аорнос"
 PROV6694:0 "Оскобара"
 PROV6695:0 "Хольбисина"
 PROV6696:0 "Кокул"
 PROV6697:0 "Хайтабад"
 PROV6698:0 "Икрони"
 PROV6699:0 "Марука"
 PROV6700:0 "Скала Хориена"
 PROV6701:0 "Душан"
 PROV6702:0 "Шакрия"
 PROV6703:0 "Кирополь"
 PROV6704:0 "Александрия Эсхата"
 PROV6705:0 "Матуаспа"
 PROV6706:0 "Кис"
 PROV6707:0 "Трибактра"
 PROV6708:0 "Чадракарта"
 PROV6709:0 "Рапете"
 PROV6710:0 "Хениппа"
 PROV6711:0 "Чарва"
 PROV6712:0 "Каттакурган"
 PROV6713:0 "Кермине"
 PROV6714:0 "Карнаб"
 PROV6715:0 "Тим"
 PROV6716:0 "Наутака"
 PROV6717:0 "Тудакуль"
 PROV6718:0 "Когон"
 PROV6719:0 "Скала Сисимитра"
 PROV6720:0 "Баската"
 PROV6721:0 "Дрепсиана"
 PROV6722:0 "Имараш"
 PROV6723:0 "Душак"
 PROV6724:0 "Тейен"
 PROV6725:0 "Ахур"
 PROV6726:0 "Мансур"
 PROV6727:0 "Ших"
 PROV6728:0 "Килале"
 PROV6729:0 "Дешт"
 PROV6730:0 "Ховакенд"
 PROV6731:0 "Массаргетия"
 PROV6732:0 "Махрам"
 PROV6733:0 "Истарава"
 PROV6734:0 "Чуст"
 PROV6735:0 "Даван"
 PROV6736:0 "Ош"
 PROV6737:0 "Андижан"
 PROV6738:0 "Намакан"
 PROV6739:0 "Ахсикет"
 PROV6740:0 "Шакрихан"
 PROV6741:0 "Юйтянь"
 PROV6742:0 "Пишань"
 PROV6743:0 "Шиянь"
 PROV6744:0 "Кашгар"
 PROV6745:0 "Керия"
 PROV6746:0 "Шадзюй"
 PROV6747:0 "Уми"
 PROV6748:0 "Цадота"
 PROV6749:0 "Лоулань"
 PROV6750:0 "Иуво"
 PROV6751:0 "Варана Гандхарская"
 PROV6752:0 "Шерчань"
 PROV6753:0 "Токса"
 PROV6754:0 "Кагра"
 PROV6755:0 "Кумо"
 PROV6756:0 "Хата"
 PROV6757:0 "Шачи"
 PROV6758:0 "Сурхаб"
 PROV6759:0 "Самти"
 PROV6760:0 "Ташкурган"
 PROV6761:0 "Касия"
 PROV6762:0 "Кака Памирская"
 PROV6763:0 "Булак"
 PROV6764:0 "Миена"
 PROV6765:0 "Кафиркала"
 PROV6766:0 "Ямчун"
 PROV6767:0 "Уранг"
 PROV6768:0 "Кокча"
 PROV6769:0 "Памир"
 PROV6770:0 "Токузболак"
 PROV6771:0 "Кэчжэнь"
 PROV6772:0 "Иркештам"
 PROV6773:0 "Гулка"
 PROV6774:0 "Карамык"
 PROV6775:0 "Кабык"
 PROV6776:0 "Дихистан"
 PROV6777:0 "Увикат"
 PROV6778:0 "Баласагун"
 PROV6779:0 "Суяб"
 PROV6780:0 "Невакет"
 PROV6781:0 "Юл"
 PROV6782:0 "Ашпара"
 PROV6783:0 "Кулан"
 PROV6784:0 "Барсхан"
 PROV6785:0 "Шельджи"
 PROV6786:0 "Тобе"
 PROV6787:0 "Нарин"
 PROV6788:0 "Шура"
 PROV6789:0 "Ускат"
 PROV6790:0 "Тункет"
 PROV6791:0 "Чач"
 PROV6792:0 "Исфиджаб"
 PROV6793:0 "Отрар"
 PROV6794:0 "Куйрук"
 PROV6795:0 "Шавгар"
 PROV6796:0 "Канга"
 PROV6797:0 "Везир"
 PROV6798:0 "Шахсенем"
 PROV6799:0 "Замакшахр"
 PROV6800:0 "Хазарасп"
 PROV6801:0 "Джирбенд"
 PROV6802:0 "Тахирия"
 PROV6803:0 "Гургандж"
 PROV6804:0 "Миздакан"
 PROV6805:0 "Хайван"
 PROV6806:0 "Игдикала"
 PROV6807:0 "Талайхан"
 PROV6808:0 "Узбоя"
 PROV6809:0 "Сарик"
 PROV6810:0 "Сильд"
 PROV6811:0 "Хезар"
 PROV6812:0 "Кумда"
 PROV6813:0 "Дварака"
 PROV6814:0 "Аутомула"
 PROV6815:0 "Патала"
 PROV6816:0 "Прабхаса"
 PROV6817:0 "Сана"
 PROV6818:0 "Гиринагара"
 PROV6819:0 "Удджаянта"
 PROV6820:0 "Валабхи"
 PROV6821:0 "Лимен Александра"
 PROV6822:0 "Барбарикон"
 PROV6823:0 "Моноглоссон"
 PROV6824:0 "Астакапра"
 PROV6825:0 "Кантхи"
 PROV6826:0 "Андхау"
 PROV6827:0 "Кхадро"
 PROV6828:0 "Кукурра"
 PROV6829:0 "Анартта"
 PROV6830:0 "Свабхара"
 PROV6831:0 "Сатрунавха"
 PROV6832:0 "Кхамбалида"
 PROV6833:0 "Барача"
 PROV6834:0 "Калавад"
 PROV6835:0 "Малия"
 PROV6836:0 "Дхандука"
 PROV6837:0 "Вардхамане"
 PROV6838:0 "Джхала"
 PROV6839:0 "Кувада"
 PROV6840:0 "Мальтекория"
 PROV6841:0 "Баччхав"
 PROV6842:0 "Каччха"
 PROV6843:0 "Абуйя"
 PROV6844:0 "Дарангия"
 PROV6845:0 "Биссаи"
 PROV6846:0 "Хорраи"
 PROV6847:0 "Русия"
 PROV6848:0 "Сангама"
 PROV6849:0 "Бибакта"
 PROV6850:0 "Сура"
 PROV6851:0 "Дария"
 PROV6852:0 "Самарабрива"
 PROV6853:0 "Галлита"
 PROV6854:0 "Кхета"
 PROV6855:0 "Барода"
 PROV6856:0 "Валлаи"
 PROV6857:0 "Детта"
 PROV6858:0 "Миннагара"
 PROV6859:0 "Баригаза"
 PROV6860:0 "Каммонаи"
 PROV6861:0 "Сурат"
 PROV6862:0 "Нусарипа"
 PROV6863:0 "Нагара"
 PROV6864:0 "Полипула"
 PROV6865:0 "Паунар"
 PROV6866:0 "Нанегхат"
 PROV6867:0 "Кальяна"
 PROV6868:0 "Шурпарака"
 PROV6869:0 "Говардхана"
 PROV6870:0 "Каллиена"
 PROV6871:0 "Дунга"
 PROV6872:0 "Лонавли"
 PROV6873:0 "Семилла"
 PROV6874:0 "Мандагара"
 PROV6875:0 "Этуча"
 PROV6876:0 "Палайпатмаи"
 PROV6877:0 "Милзигерий"
 PROV6878:0 "Якарий"
 PROV6879:0 "Пизавта"
 PROV6880:0 "Васи"
 PROV6881:0 "Тиранносбоант"
 PROV6882:0 "Топарон"
 PROV6883:0 "Эгидии"
 PROV6884:0 "Херсонес Ванавасский"
 PROV6885:0 "Нуира"
 PROV6886:0 "Олохойра"
 PROV6887:0 "Пира"
 PROV6888:0 "Нитра"
 PROV6889:0 "Мусопалла"
 PROV6890:0 "Наура"
 PROV6891:0 "Басаи"
 PROV6892:0 "Чула"
 PROV6893:0 "Тиндий"
 PROV6894:0 "Кореура"
 PROV6895:0 "Музирий"
 PROV6896:0 "Псевдостом"
 PROV6897:0 "Нелкинда"
 PROV6898:0 "Бачаре"
 PROV6899:0 "Коттиара"
 PROV6900:0 "Эланкон"
 PROV6901:0 "Балита"
 PROV6902:0 "Комари"
 PROV6903:0 "Чурана"
 PROV6904:0 "Алоэ"
 PROV6905:0 "Калакарий"
 PROV6906:0 "Эйял"
 PROV6907:0 "Подоперура"
 PROV6908:0 "Палура"
 PROV6909:0 "Тропиана"
 PROV6910:0 "Танди"
 PROV6911:0 "Айкуди"
 PROV6912:0 "Колки"
 PROV6913:0 "Тамрапарни"
 PROV6914:0 "Алайвай"
 PROV6915:0 "Коти"
 PROV6916:0 "Ванчи"
 PROV6917:0 "Матендра"
 PROV6918:0 "Каривала"
 PROV6919:0 "Тангала"
 PROV6920:0 "Малаяна"
 PROV6921:0 "Перинкари"
 PROV6922:0 "Вилатх"
 PROV6923:0 "Камаи"
 PROV6924:0 "Карукка"
 PROV6925:0 "Акур"
 PROV6926:0 "Бата Пандийская"
 PROV6927:0 "Урайюр"
 PROV6928:0 "Тханджавур"
 PROV6929:0 "Венни"
 PROV6930:0 "Карафур"
 PROV6931:0 "Никама"
 PROV6932:0 "Корула"
 PROV6933:0 "Кармара"
 PROV6934:0 "Абур"
 PROV6935:0 "Хаберий"
 PROV6936:0 "Кариге"
 PROV6937:0 "Теннагора"
 PROV6938:0 "Карур"
 PROV6939:0 "Чавади"
 PROV6940:0 "Кореллура"
 PROV6941:0 "Селур"
 PROV6942:0 "Мохур"
 PROV6943:0 "Катхан"
 PROV6944:0 "Веллалоре"
 PROV6945:0 "Киландха"
 PROV6946:0 "Кавера"
 PROV6947:0 "Модура"
 PROV6948:0 "Чодаси"
 PROV6949:0 "Конгу"
 PROV6950:0 "Анурадхапура"
 PROV6951:0 "Одока"
 PROV6952:0 "Дагана"
 PROV6953:0 "Махаграма"
 PROV6954:0 "Кум"
 PROV6955:0 "Савакине"
 PROV6956:0 "Данек"
 PROV6957:0 "Пирра"
 PROV6958:0 "Биджар"
 PROV6959:0 "Весаспе"
 PROV6960:0 "Ясония"
 PROV6961:0 "Вера"
 PROV6962:0 "Хоромия"
 PROV6963:0 "Сигрия"
 PROV6964:0 "Голан"
 PROV6965:0 "Улиппада"
 PROV6966:0 "Роханада"
 PROV6967:0 "Гоканна"
 PROV6968:0 "Модуту"
 PROV6969:0 "Джамбукола Паттана"
 PROV6970:0 "Виджитанагра"
 PROV6971:0 "Кальяни"
 PROV6972:0 "Махатиттха"
 PROV6973:0 "Упатиссагама"
 PROV6974:0 "Эталава"
 PROV6975:0 "Михинтале"
 PROV6976:0 "Гириканди"
 PROV6977:0 "Дигхавапи"
 PROV6978:0 "Авакана"
 PROV6979:0 "Симхалава"
 PROV6980:0 "Саликхаправа"
 PROV6981:0 "Литта"
 PROV6982:0 "Набартха"
 PROV6983:0 "Аркатапура"
 PROV6984:0 "Канчипурам"
 PROV6985:0 "Мавиланкаи"
 PROV6986:0 "Сопаттинам"
 PROV6987:0 "Чолапаттинам"
 PROV6988:0 "Ковал"
 PROV6989:0 "Тагадур"
 PROV6990:0 "Ричаватта"
 PROV6991:0 "Карура"
 PROV6992:0 "Аргару"
 PROV6993:0 "Колинах"
 PROV6994:0 "Надхапура"
 PROV6995:0 "Ченгам"
 PROV6996:0 "Тируваннамалаи"
 PROV6997:0 "Ора"
 PROV6998:0 "Гудималлам"
 PROV6999:0 "Маюрасаттапаттинам"
 PROV7000:0 "Тондана"
 PROV7001:0 "Меланге"
 PROV7002:0 "Неллоре"
 PROV7003:0 "Коттис"
 PROV7004:0 "Андалапура"
 PROV7005:0 "Брахмагири"
 PROV7006:0 "Уччхасрнги"
 PROV7007:0 "Нандагири"
 PROV7008:0 "Чинтамани"
 PROV7009:0 "Талаванапура"
 PROV7010:0 "Паравипура"
 PROV7011:0 "Трипарвата"
 PROV7012:0 "Палакка"
 PROV7013:0 "Шрисайлам"
 PROV7014:0 "Пенугонда"
 PROV7015:0 "Ванаваси"
 PROV7016:0 "Шрирингапатна"
 PROV7017:0 "Ганга"
 PROV7018:0 "Кодава"
 PROV7019:0 "Андхапура"
 PROV7020:0 "Исила"
 PROV7021:0 "Суварнагири"
 PROV7022:0 "Белгола"
 PROV7023:0 "Шрингери"
 PROV7024:0 "Мангалавада"
 PROV7025:0 "Раячоти"
 PROV7026:0 "Кадапа"
 PROV7027:0 "Рапур"
 PROV7028:0 "Тирумала"
 PROV7029:0 "Бендакалуру"
 PROV7030:0 "Махиша"
 PROV7031:0 "Кувалалапура"
 PROV7032:0 "Тируперур"
 PROV7033:0 "Мадана"
 PROV7034:0 "Кадири"
 PROV7035:0 "Каллигерий"
 PROV7036:0 "Хулияр"
 PROV7037:0 "Читрадурга"
 PROV7038:0 "Чандравалли"
 PROV7039:0 "Кантакоссила"
 PROV7040:0 "Мосали"
 PROV7041:0 "Коттобора"
 PROV7042:0 "Питура"
 PROV7043:0 "Маллаяпалам"
 PROV7044:0 "Нанагайна"
 PROV7045:0 "Аллуру"
 PROV7046:0 "Алосгини"
 PROV7047:0 "Еррагудди"
 PROV7048:0 "Шрипарвата"
 PROV7049:0 "Наконда"
 PROV7050:0 "Куромолинава"
 PROV7051:0 "Кадинава"
 PROV7052:0 "Колхапура"
 PROV7053:0 "Саннатхи"
 PROV7054:0 "Гунтупалли"
 PROV7055:0 "Праварапура"
 PROV7056:0 "Гуммидидурру"
 PROV7057:0 "Нагарджуниконда"
 PROV7058:0 "Кондапурам"
 PROV7059:0 "Карахатака"
 PROV7060:0 "Кондане"
 PROV7061:0 "Валурака"
 PROV7062:0 "Неваса"
 PROV7063:0 "Ататхана"
 PROV7064:0 "Питангалва"
 PROV7065:0 "Аджанта"
 PROV7066:0 "Насикья"
 PROV7067:0 "Рамагири"
 PROV7068:0 "Бхурхикара"
 PROV7069:0 "Раджула"
 PROV7070:0 "Маски"
 PROV7071:0 "Гавиматх"
 PROV7072:0 "Палкигунда"
 PROV7073:0 "Сиддапура"
 PROV7074:0 "Паттитхана"
 PROV7075:0 "Бходжаката"
 PROV7076:0 "Бхаддавати"
 PROV7077:0 "Чикамбурика"
 PROV7078:0 "Тагара"
 PROV7079:0 "Потана"
 PROV7080:0 "Дантапура"
 PROV7081:0 "Калинганагара"
 PROV7082:0 "Самапа"
 PROV7083:0 "Санкарам"
 PROV7084:0 "Лингараджупалем"
 PROV7085:0 "Джаугада"
 PROV7086:0 "Тосали"
 PROV7087:0 "Гулла"
 PROV7088:0 "Аккилур"
 PROV7089:0 "Хиппокура"
 PROV7090:0 "Панапала"
 PROV7091:0 "Бхаккули"
 PROV7092:0 "Катриял"
 PROV7093:0 "Тиягура"
 PROV7094:0 "Фаниндрапура"
 PROV7095:0 "Шрипура"
 PROV7096:0 "Кошала"
 PROV7097:0 "Амаравати"
 PROV7098:0 "Аскапала"
 PROV7099:0 "Годдвара"
 PROV7100:0 "Махднада"
 PROV7101:0 "Махараттхалава"
 PROV7102:0 "Гурала"
 PROV7103:0 "Годавара"
 PROV7104:0 "Сияправа"
 PROV7105:0 "Сиддхатек"
 PROV7106:0 "Буравхала"
 PROV7107:0 "Джаятнагар"
 PROV7108:0 "Атхани"
 PROV7109:0 "Виджаяпура"
 PROV7110:0 "Ваяпата"
 PROV7111:0 "Соннолаги"
 PROV7112:0 "Пандапрата"
 PROV7113:0 "Мехднапура"
 PROV7114:0 "Тапия"
 PROV7115:0 "Вайрагар"
 PROV7116:0 "Пурная"
 PROV7117:0 "Сатьияни"
 PROV7118:0 "Рукмаммапета"
 PROV7119:0 "Котхапала"
 PROV7120:0 "Райчур"
 PROV7121:0 "Аудабаравати"
 PROV7122:0 "Джагдалпур"
 PROV7123:0 "Алатнапура"
 PROV7124:0 "Дхамна"
 PROV7125:0 "Пандавлени"
 PROV7126:0 "Бурханпур"
 PROV7127:0 "Тринагуа"
 PROV7128:0 "Шегаон"
 PROV7129:0 "Гондия"
 PROV7130:0 "Бхилапура"
 PROV7131:0 "Райпур"
 PROV7132:0 "Рапсакпур"
 PROV7133:0 "Котилингала"
 PROV7134:0 "Чакракот"
 PROV7135:0 "Атави"
 PROV7136:0 "Бхаванипатна"
 PROV7137:0 "Сурада"
 PROV7138:0 "Раягада"
 PROV7139:0 "Канкер"
 PROV7140:0 "Дхамтари"
 PROV7141:0 "Комана"
 PROV7142:0 "Маньякхета"
 PROV7143:0 "Кальяни Асикская"
 PROV7144:0 "Латталура"
 PROV7145:0 "Вемулавада"
 PROV7146:0 "Асмакхала"
 PROV7147:0 "Ватсагулма"
 PROV7148:0 "Коллипаке"
 PROV7149:0 "Оругаллу"
 PROV7150:0 "Анумапала"
 PROV7151:0 "Вайрагара"
 PROV7152:0 "Манкал"
 PROV7153:0 "Бидар"
 PROV7154:0 "Гуриправа"
 PROV7155:0 "Каулас"
 PROV7156:0 "Шрипратава"
 PROV7157:0 "Махур"
 PROV7158:0 "Индур"
 PROV7159:0 "Девагири"
 PROV7160:0 "Кандар"
 PROV7161:0 "Дарур"
 PROV7162:0 "Етавана"
 PROV7163:0 "Аггатхана"
 PROV7164:0 "Висакпура"
 PROV7165:0 "Минагана"
 PROV7166:0 "Винитапура"
 PROV7167:0 "Яджатинагара"
 PROV7168:0 "Суварнапура"
 PROV7169:0 "Пали"
 PROV7170:0 "Магарис"
 PROV7171:0 "Бхуванешвара"
 PROV7172:0 "Салипетаке"
 PROV7173:0 "Чаритра"
 PROV7174:0 "Джаджатипура"
 PROV7175:0 "Бандавала"
 PROV7176:0 "Билагада"
 PROV7177:0 "Тамралипти"
 PROV7178:0 "Бхамангати"
 PROV7179:0 "Уткалава"
 PROV7180:0 "Кхидджингалалла"
 PROV7181:0 "Манитес"
 PROV7182:0 "Джходга"
 PROV7183:0 "Ручья"
 PROV7184:0 "Куче"
 PROV7185:0 "Атаврия"
 PROV7186:0 "Скира"
 PROV7187:0 "Эктонополь"
 PROV7188:0 "Йенди"
 PROV7189:0 "Ракан"
 PROV7190:0 "Канит"
 PROV7191:0 "Уттар"
 PROV7192:0 "Сармаполь"
 PROV7193:0 "Сеттина"
 PROV7194:0 "Коны"
 PROV7195:0 "Танарка"
 PROV7196:0 "Адрос"
 PROV7197:0 "Итамос"
 PROV7198:0 "Истана"
 PROV7199:0 "Герра"
 PROV7200:0 "Феппра"
 PROV7201:0 "Атта"
 PROV7202:0 "Тилос"
 PROV7203:0 "Гилус"
 PROV7204:0 "Сарки"
 PROV7205:0 "Лабрис Оманский"
 PROV7206:0 "Аттиака"
 PROV7207:0 "Канепса"
 PROV7208:0 "Регна"
 PROV7209:0 "Омана"
 PROV7210:0 "Гелий Лимен"
 PROV7211:0 "Калас"
 PROV7212:0 "Крипт Лимен"
 PROV7213:0 "Дирма Оманская"
 PROV7214:0 "Артемид"
 PROV7215:0 "Метас"
 PROV7216:0 "Сарапий"
 PROV7217:0 "Ганта"
 PROV7218:0 "Ямапрастха"
 PROV7219:0 "Суктивати"
 PROV7220:0 "Сарасвата"
 PROV7221:0 "Мизаб"
 PROV7222:0 "Котаке"
 PROV7223:0 "Бадгис"
 PROV7224:0 "Битакса"
 PROV7225:0 "Богадия"
 PROV7226:0 "Кака"
 PROV7227:0 "Керки"
 PROV7228:0 "Дилбаржин"
 PROV7229:0 "Шор-Депе"
 PROV7230:0 "Керкичи"
 PROV7231:0 "Бургучи"
 PROV7232:0 "Тилля"
 PROV7233:0 "Чалла"
 PROV7234:0 "Дабиль"
 PROV7235:0 "Дешикли"
 PROV7236:0 "Диляр"
 PROV7237:0 "Ак"
 PROV7238:0 "Майдан"
 PROV7239:0 "Фараб"
 PROV7240:0 "Хазарек-Депе"
 PROV7241:0 "Шор"
 PROV7242:0 "Депе"
 PROV7243:0 "Безда"
 PROV7244:0 "Аму"
 PROV7245:0 "Чиназ"
 PROV7246:0 "Янгикент"
 PROV7247:0 "Алтынасар"
 PROV7248:0 "Жанакала"
 PROV7249:0 "Аккум"
 PROV7250:0 "Кога"
 PROV7251:0 "Беста"
 PROV7252:0 "Лек"
 PROV7253:0 "Зирам"
 PROV7254:0 "Бут"
 PROV7255:0 "Палиша"
 PROV7256:0 "Зантак"
 PROV7257:0 "Кала"
 PROV7258:0 "Бирим"
 PROV7259:0 "Барак"
 PROV7260:0 "Купир"
 PROV7261:0 "Майданкога"
 PROV7262:0 "Майданкуйрук"
 PROV7263:0 "Яксарт"
 PROV7264:0 "Майданчач"
 PROV7265:0 "Зинтик"
 PROV7266:0 "Карам"
 PROV7267:0 "Арак"
 PROV7268:0 "Ошт"
 PROV7269:0 "Яксартия"
 PROV7270:0 "Кашрам"
 PROV7271:0 "Куш"
 PROV7272:0 "Ханус"
 PROV7273:0 "Пошкар"
 PROV7274:0 "Габы"
 PROV7275:0 "Шахр Яксартский"
 PROV7276:0 "Уст"
 PROV7277:0 "Аркум"
 PROV7278:0 "Падри"
 PROV7279:0 "Машт"
 PROV7280:0 ""
 PROV7281:0 ""
 PROV7282:0 ""
 PROV7283:0 ""
 PROV7284:0 ""
 PROV7285:0 ""
 PROV7286:0 ""
 PROV7287:0 ""
 PROV7288:0 ""
 PROV7289:0 ""
 PROV7290:0 ""
 PROV7291:0 "Верхние Тераи"
 PROV7292:0 ""
 PROV7293:0 ""
 PROV7294:0 ""
 PROV7295:0 ""
 PROV7296:0 ""
 PROV7297:0 ""
 PROV7298:0 "Венедия Южная"
 PROV7299:0 "Сарматия"
 PROV7300:0 "Аянакаграха"
 PROV7301:0 "Раджасаяна"
 PROV7302:0 "Киртхагири"
 PROV7303:0 "Эракина"
 PROV7304:0 "Бходжапури"
 PROV7305:0 "Гопадри"
 PROV7306:0 "Ранастхамбапура"
 PROV7307:0 "Шрипатха"
 PROV7308:0 "Чандхоба"
 PROV7309:0 "Мритти Кавати"
 PROV7310:0 "Мандапура"
 PROV7311:0 "Кхандав"
 PROV7312:0 "Тундикера"
 PROV7313:0 "Калумукха"
 PROV7314:0 "Таксила"
 PROV7315:0 "Барвани"
 PROV7316:0 "Кхаргоне"
 PROV7317:0 "Деогарх"
 PROV7318:0 "Пандхурна"
